date,washington_time,type,title,participants,countries,chapter,selection_decision,declassification,source_id,markings,source_pages,catalog_url,pdf_url,source_note,next_action
1994-08-17,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina; Serbia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 55-57",Secret,55-57,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-09-13,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 58-59",Secret,58-59,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-09-21,,Memcon,Memorandum of Conversation - Paris Mayor Jacques Chirac,Bill Clinton; Jacques Chirac,United States; Russia; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118498,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118498,https://clinton.presidentiallibraries.us/files/original/fea3568c2394a8193554764b958f908f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2018-0554-M, Item 118498. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-09-25,,Memcon,Memorandum of Conversation - President Clinton and President Alija Izetbegovic,Bill Clinton; Alija Izetbegovic,United States; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 18-25",Confidential; Confidential,18-25,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-09-27,,Telcon,Memorandum of Telephone Conversation - President Francois Mitterrand of France,Bill Clinton; Francois Mitterrand,United States; Russia; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101399,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101399,https://clinton.presidentiallibraries.us/files/original/d6c55e81db18d4034c9cee4ce7efbdee.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0774-M, Item 101399. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-09-28,,Memcon,Second Clinton/Yeltsin One-on-One,Bill Clinton; Boris Yeltsin,United States; Russia; Ukraine,NATO-Russia and Partnership,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library, Item 101758, Declassified Documents; clinton-item-101758; Clinton Digital Library item 101758; 3-7,9",Confidential; Confidential,"3-7,9",https://clinton.presidentiallibraries.us/items/show/101758,https://clinton.presidentiallibraries.us/files/original/2509827ca57f98e07eec584b3d69250f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library item 101758, ""Declassified documents concerning telcon between the President and Boris Yeltsin on September 28, 1994,"" identifier 2018-1215-M; creators National Security Council, NSC European Affairs Office, and Alexander Vershbow; part of National Archives Catalog Description, NAID 7585499; Clinton Presidential Records: White House Staff and Office Files; Declassified Documents collection. Direct review shows the extracted pages are the complete ""Second Clinton/Yeltsin One-on-One"" meeting text. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-10-18,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 60-61",Secret,60-61,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-10-22,,Memcon,Memorandum of Conversation - President Lech Walesa of Poland,Bill Clinton; Lech Walesa,United States; Poland,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101397,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101397,https://clinton.presidentiallibraries.us/files/original/711e8eeee0ec391e78261641286a753b.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release LP-WJC/DOS-16-1, Item 101397. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-10-22,,Memcon,Memorandum of Conversation - Prime Minister Waldemar Pawlak of Poland,Bill Clinton,United States; Poland,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101398,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101398,https://clinton.presidentiallibraries.us/files/original/ea89febed2cedbffdbdd847cd14dcb2b.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release LP-WJC/DOS-16-1, Item 101398. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-11-07,,Release Packet,Summary of Conclusions on Bosnia,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 62-64",Secret,62-64,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-11-17,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 65-66",Secret,65-66,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-11-23,,Telcon,Memorandum of Telephone Conversation - President Francois Mitterrand of France,Bill Clinton; Francois Mitterrand,United States; France; Bosnia and Herzegovina; Croatia,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101400,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101400,https://clinton.presidentiallibraries.us/files/original/f73c20558bec1e770064d699603c9048.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0774-M, Item 101400. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-11-24,,Telcon,Memorandum of Telephone Conversation - President Francois Mitterrand of France,Bill Clinton; Francois Mitterrand,United States; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101401,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101401,https://clinton.presidentiallibraries.us/files/original/99c05f9dea9e28dbf4866809790da0f2.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0774-M, Item 101401. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-11-28,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 67-70",Secret,67-70,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-12-05,,Memcon,Memorandum of Conversation - President Arpad Goncz of Hungary and President Michal Kovac of Slovakia,Bill Clinton,United States; Hungary,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101380,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101380,https://clinton.presidentiallibraries.us/files/original/3d7fbd346acab3f002b7fd77406f7e2a.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0133-M, Item 101380. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-12-05,,Memcon,Memorandum of Conversation - Presidents Izetbegovic and Tudjman,Bill Clinton; Alija Izetbegovic; Franjo Tudjman,United States; Bosnia and Herzegovina; Croatia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 27-29",Confidential,27-29,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1994-12-05,,Context,"Presidential Daily Diary reference: CSCE Budapest Summit and meetings with Yeltsin, Kohl, Croatian and Bosnian officials",Bill Clinton; Boris Yeltsin; Helmut Kohl,United States; Russia; Germany; Bosnia and Herzegovina; Croatia; Hungary,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870813; pages 42-44",Unclassified diary record,pages 42-44,https://catalog.archives.gov/id/147870813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-004-012-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [12/01/1994-12/15/1994], NAID 147870813, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1994-12-12,,Release Packet,Letter From Strobe Talbott to Yuri,Bill Clinton; Strobe Talbott,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000052 (May 2022 release) / F-2017-13804; 1-7",Unclassified; Unclassified,1-7,https://foia.state.gov/search/results.aspx?searchText=C09000052,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000052/C09000052.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000052 (May 2022 release). Unclassified.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-12-12,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 71-73",Secret; Secret,71-73,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1994-12-19,,Release Packet,"Summary of Conclusions, NSC Deputies Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 74-76",Secret; Secret,74-76,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-01-14,,Release Packet,Demarche to Milosevic on Croatia and UNPROFOR,Bill Clinton,United States; Serbia; Croatia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2014-0311-M; 6-7",Confidential,6-7,https://clinton.presidentiallibraries.us/items/show/57229,https://clinton.presidentiallibraries.us/files/original/8ca82ec60f1a687eac595b0564ff674c.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents Concerning Croatia, Release 2014-0311-M, Item 57229. Confidential.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-01-17,,Release Packet,January 16 Meeting with Milosevic,Bill Clinton,United States; Bosnia and Herzegovina; Serbia; Croatia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2014-0311-M; 8-11",Sensitive,8-11,https://clinton.presidentiallibraries.us/items/show/57229,https://clinton.presidentiallibraries.us/files/original/8ca82ec60f1a687eac595b0564ff674c.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents Concerning Croatia, Release 2014-0311-M, Item 57229. Sensitive.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-01-20,,Release Packet,Croatia Strategy,Bill Clinton,United States; Croatia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2014-0311-M; 2-5",Secret,2-5,https://clinton.presidentiallibraries.us/items/show/57229,https://clinton.presidentiallibraries.us/files/original/8ca82ec60f1a687eac595b0564ff674c.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents Concerning Croatia, Release 2014-0311-M, Item 57229. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-01-20,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Former Yugoslavia",Bill Clinton,United States; Bosnia and Herzegovina; Croatia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 77-79",Secret,77-79,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-02-23,,Release Packet,Memorandum From Acting Secretary Talbott to Secretary Brown: Your Visit to Spain,Bill Clinton; Strobe Talbott,United States; Bosnia and Herzegovina; Croatia,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000085 / F-2017-13804; 1-6",Confidential; Confidential,1-6,https://foia.state.gov/search/results.aspx?searchText=C09000085,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000085/C09000085.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000085. Confidential.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-03-07,,Memcon,Memorandum of Conversation - NATO Secretary General Willy Claes,Bill Clinton,United States; Russia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2015-0755-M; 1-6",Secret; Secret,1-6,https://clinton.presidentiallibraries.us/items/show/101431,https://clinton.presidentiallibraries.us/files/original/d0ded4f90ac23c43251c708836610931.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2015-0755-M, Item 101431. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1995-03-07,,Context,Presidential Daily Diary reference: meeting with U.S. and NATO officials,Bill Clinton; Willy Claes; Robert Hunter; Sandy Vershbow,United States,NATO Strategy and Enlargement,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2010-0083-F; 17368179; pages 65 and 70",Unclassified diary record,pages 65 and 70,https://catalog.archives.gov/id/17368179,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/79/3681/17368179/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_001/42-t-7262157-20100083F-001-010-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 1/9/95; 1/22/95; 1/26/95; 2/4/95; 2/8/95; 3/13/95; 3/13/95], NAID 17368179, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1995-04-04,,Memcon,Memorandum of Conversation - Prime Minister John Major of the United Kingdom,Bill Clinton; John Major,United States; United Kingdom; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2012-0801-M; 1-15",Confidential; Confidential,1-15,https://clinton.presidentiallibraries.us/items/show/101436,https://clinton.presidentiallibraries.us/files/original/1a435ca8beac29930ce93b4f4c697757.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2012-0801-M, Item 101436. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-04-11,,Release Packet,Remarks by Deputy Secretary Talbott: U.S.-Turkish Leadership in the Post-Cold War World,Bill Clinton; Strobe Talbott,United States; Bosnia and Herzegovina; Serbia; Kosovo,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000078 / F-2017-13804; 1-16",Unclassified; Unclassified,1-16,https://foia.state.gov/search/results.aspx?searchText=C09000078,https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2023/FL-2017-13804/DOC_0C09000078/C09000078.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000078. Unclassified.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-05-09,,Release Packet,"Summary of Conclusions, NSC Deputies Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina; Serbia; Croatia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 80-82",Secret; Secret,80-82,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-05-10,,Context,Presidential Daily Diary reference: Moscow meetings and luncheon with Yeltsin,Bill Clinton; Boris Yeltsin; Strobe Talbott; Anthony Lake,United States; Russia,NATO-Russia and Partnership,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870833; pages 67-73",Unclassified diary record,pages 67-73,https://catalog.archives.gov/id/147870833,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-003-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [05/01/1995-05/14/1995], NAID 147870833, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1995-05-23,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina; Serbia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 83-84",Secret,83-84,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-05-27,,Telcon,Memorandum of Telephone Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; Russia; France; Bosnia and Herzegovina; Serbia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2017-0775-M; 1-4",Confidential; Confidential,1-4,https://clinton.presidentiallibraries.us/items/show/118528,https://clinton.presidentiallibraries.us/files/original/81dee7e4a731a49f1609b7bde7c782b8.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Telcons - Memoranda of Telephone Conversation, Release 2017-0775-M, Item 118528. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-06-06,,Memcon,Memorandum of Conversation - Prime Minister Gyula Horn of Hungary,Bill Clinton,United States; Hungary,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101418,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101418,https://clinton.presidentiallibraries.us/files/original/a33276808a3f81e7a2fbf61a6b1cf017.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0779-M, Item 101418. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-06-07,,Release Packet,Official-Informal Message From Talbott to Mamedov,Bill Clinton; Strobe Talbott,United States; Russia; Bosnia and Herzegovina; Serbia,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000098 / F-2017-13804; 1-6",Secret; Secret,1-6,https://foia.state.gov/search/results.aspx?searchText=C09000098,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000098/C09000098.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000098. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-06-13,,Release Packet,Letter From Yuri Mamedov to Strobe Talbott,Bill Clinton; Strobe Talbott,United States; Russia,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000087 / F-2017-13804; 1-3",Unclassified; Unclassified,1-3,https://foia.state.gov/search/results.aspx?searchText=C09000087,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000087/C09000087.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000087. Unclassified.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-06-14,,Memcon,Memorandum of Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; France; Bosnia and Herzegovina; Serbia,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 1-10",Confidential; Confidential,1-10,https://clinton.presidentiallibraries.us/items/show/101402,https://clinton.presidentiallibraries.us/files/original/9554ae2a65c3b9422bbbb0b3c8d0db66.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2013-0517-M, Item 101402. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-06-16,,Memcon,Memorandum of Conversation - Prime Minister John Major of the United Kingdom,Bill Clinton; John Major,United States; United Kingdom; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2012-0801-M; 1-3",Confidential; Confidential,1-3,https://clinton.presidentiallibraries.us/items/show/101439,https://clinton.presidentiallibraries.us/files/original/b50fb932aee0c34e21229c106451da34.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2012-0801-M, Item 101439. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-13,,Telcon,Memorandum of Telephone Conversation - Chancellor Helmut Kohl of Germany,Bill Clinton; Helmut Kohl,United States; France; Germany; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 35-37",Confidential; Confidential,35-37,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-13,,Telcon,Memorandum of Telephone Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 51-55",Confidential,51-55,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-17,,Release Packet,Options Paper for Breakfast,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 6-9",Secret,6-9,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-07-19,,Telcon,Memorandum of Telephone Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 66-71",Confidential,66-71,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
